No,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,pm2.5,pm2.5_pre
40591,19,20,1012,SE,0.89,0,0,97,97
40592,19,22,1012,NE,0.89,0,0,111,111
40593,19,25,1013,NW,3.13,0,0,107,107
40594,19,27,1013,NW,4.92,0,0,123,123
40595,19,29,1013,cv,0.89,0,0,97,97
40596,20,30,1012,cv,1.78,0,0,93,93
40597,19,30,1012,cv,3.57,0,0,78,78
40598,19,32,1011,SE,4.02,0,0,69,69
40599,18,33,1010,SE,7.15,0,0,61,61
40600,17,33,1010,SE,11.17,0,0,55,55
40601,17,32,1009,SE,16.09,0,0,48,48
40602,16,32,1009,SE,20.11,0,0,13,13
40603,17,31,1009,SE,24.13,0,0,59,59
40604,17,29,1009,SE,28.15,0,0,74,74
40605,19,28,1010,SE,32.17,0,0,80,80
40606,19,28,1010,SE,35.3,0,0,84,84
40607,19,26,1010,SE,37.09,0,0,78,78
40608,19,26,1010,SE,38.88,0,0,70,70
40609,19,25,1010,SE,40.67,0,0,73,73
40610,19,25,1010,SE,42.46,0,0,71,71
40611,19,23,1010,SE,44.25,0,0,68,68
40612,19,22,1010,SE,46.04,0,0,88,88
40613,19,22,1009,SE,46.93,0,0,99,99
40614,19,21,1010,SE,48.72,0,0,104,104
40615,19,21,1010,SE,49.61,0,0,106,106
40616,19,23,1010,NE,0.89,0,0,115,115
40617,19,25,1010,cv,0.89,0,0,112,112
40618,20,27,1010,cv,1.78,0,0,114,114
40619,21,28,1010,SE,1.79,0,0,107,107
40620,21,30,1010,cv,1.79,0,0,99,99
40621,19,32,1009,SE,4.92,0,0,81,81
40622,18,32,1008,SE,9.84,0,0,69,69
40623,17,33,1007,SE,14.76,0,0,69,69
40624,16,33,1006,SE,20.57,0,0,77,77
40625,17,33,1006,SE,25.49,0,0,NA,NA
40626,18,32,1006,SE,30.41,0,0,NA,NA
40627,18,31,1006,SE,34.43,0,0,NA,NA
40628,18,29,1007,SE,37.56,0,0,NA,NA
40629,19,28,1007,SE,40.69,0,0,NA,NA
40630,19,28,1007,SE,42.48,0,0,NA,NA
40631,19,27,1008,SE,45.61,0,0,NA,NA
40632,19,27,1008,SE,47.4,0,0,NA,NA
40633,19,26,1008,SE,50.53,0,0,NA,NA
40634,19,25,1007,SE,52.32,0,0,99,99
40635,20,24,1007,cv,0.45,0,0,112,112
40636,20,23,1007,SE,1.79,0,0,119,119
40637,20,23,1007,SE,2.68,0,0,122,122
40638,20,23,1007,cv,0.89,0,0,133,133
40639,20,23,1007,NE,0.89,0,0,133,133
40640,20,24,1007,cv,0.89,0,0,140,140
40641,21,24,1008,cv,1.78,0,1,153,153
40642,21,25,1008,cv,2.67,0,0,173,173
40643,21,27,1008,cv,3.56,0,1,169,169
40644,20,29,1008,cv,4.45,0,0,163,163
40645,20,31,1006,SE,1.79,0,0,138,138
40646,21,32,1006,SE,3.58,0,0,141,141
40647,21,32,1005,SE,5.37,0,0,137,137
40648,21,32,1005,SE,10.29,0,0,134,134
40649,21,32,1005,SE,14.31,0,0,123,123
40650,20,32,1005,SE,18.33,0,0,113,113
40651,20,32,1005,SE,20.12,0,0,115,115
40652,21,29,1006,SE,21.91,0,0,123,123
40653,20,29,1008,NE,5.81,0,0,145,145
40654,17,24,1009,SE,4.92,0,0,69,69
40655,16,25,1009,SE,9.84,0,0,19,19
40656,17,24,1008,NW,4.92,0,0,26,26
40657,17,24,1008,NW,9.84,0,0,22,22
40658,18,23,1008,NE,1.79,0,0,23,23
40659,17,23,1008,NE,4.92,0,0,21,21
40660,18,21,1008,cv,0.89,0,0,23,23
40661,18,20,1008,cv,1.78,0,0,18,18
40662,18,20,1008,NW,1.79,0,0,24,24
40663,18,20,1008,NW,3.58,0,0,30,30
40664,19,22,1009,NW,5.37,0,0,19,19
40665,19,24,1009,NE,1.79,0,0,23,23
40666,19,25,1009,cv,0.89,0,0,19,19
40667,19,26,1009,cv,1.78,0,0,22,22
40668,20,27,1009,cv,2.67,0,0,31,31
40669,19,27,1008,cv,3.56,0,0,42,42
40670,19,27,1007,SE,1.79,0,0,41,41
40671,19,28,1007,SE,4.92,0,0,56,56
40672,19,28,1006,cv,0.89,0,0,72,72
40673,19,28,1006,SE,3.13,0,0,76,76
40674,20,28,1006,cv,0.89,0,0,87,87
40675,20,27,1005,SE,1.79,0,0,91,91
40676,20,27,1006,SE,3.58,0,0,97,97
40677,20,25,1006,cv,0.89,0,0,110,110
40678,21,24,1006,SE,0.89,0,0,124,124
40679,21,24,1007,cv,0.45,0,0,123,123
40680,21,24,1006,SE,0.89,0,0,110,110
40681,21,24,1006,SE,2.68,0,0,115,115
40682,21,24,1006,SE,3.57,0,0,120,120
40683,22,25,1006,SE,6.7,0,1,149,149
40684,21,23,1006,cv,0.89,0,0,142,142
40685,21,22,1006,cv,1.78,0,0,142,142
40686,20,22,1006,cv,2.67,0,0,128,128
40687,21,22,1006,NE,0.89,0,0,120,120
40688,21,22,1006,cv,0.89,0,0,138,138
40689,20,24,1006,cv,1.78,0,0,134,134
40690,20,26,1006,cv,2.67,0,0,153,153
40691,21,28,1006,cv,3.56,0,0,133,133
40692,21,29,1006,cv,5.35,0,0,134,134
40693,20,30,1005,SE,1.79,0,0,116,116
40694,19,32,1004,cv,1.79,0,0,106,106
40695,18,32,1003,cv,2.68,0,0,87,87
40696,19,32,1003,SE,3.13,0,0,83,83
40697,19,31,1003,SE,6.26,0,0,108,108
40698,20,32,1003,SE,9.39,0,0,95,95
40699,21,31,1003,SE,11.18,0,0,104,104
40700,21,30,1004,SE,14.31,0,0,118,118
40701,22,28,1004,SE,16.1,0,0,133,133
40702,23,27,1005,cv,0.89,0,0,151,151
40703,22,27,1006,SE,1.79,0,0,171,171
40704,18,25,1006,NW,7.15,0,0,35,35
40705,19,24,1006,NW,11.17,0,1,26,26
40706,18,22,1006,NE,1.79,0,2,20,20
40707,19,22,1005,NW,4.92,0,0,25,25
40708,19,22,1006,NW,8.05,0,0,31,31
40709,20,22,1006,cv,0.89,0,0,35,35
40710,20,22,1007,SE,3.13,0,0,39,39
40711,20,22,1007,SE,4.02,0,0,45,45
40712,20,22,1007,cv,0.89,0,0,29,29
40713,19,24,1008,NW,4.02,0,0,3,3
40714,15,27,1007,NW,8.94,0,0,6,6
40715,12,27,1007,NW,14.75,0,0,7,7
40716,12,31,1007,NW,17.88,0,0,5,5
40717,11,30,1007,cv,0.89,0,0,4,4
40718,12,32,1006,cv,4.02,0,0,8,8
40719,12,32,1006,cv,5.81,0,0,6,6
40720,12,32,1005,cv,6.7,0,0,10,10
40721,12,32,1005,cv,8.49,0,0,7,7
40722,12,30,1006,SE,3.13,0,0,6,6
40723,15,29,1006,SE,6.26,0,0,7,7
40724,17,27,1007,SE,8.05,0,0,12,12
40725,19,26,1008,SE,11.18,0,0,17,17
40726,19,26,1009,SE,12.97,0,0,46,46
40727,17,24,1010,SE,14.76,0,0,44,44
40728,18,23,1010,cv,0.89,0,0,38,38
40729,18,22,1010,SE,0.89,0,0,25,25
40730,18,22,1010,NE,0.89,0,0,16,16
40731,18,21,1010,NE,1.78,0,0,27,27
40732,17,20,1011,NW,1.79,0,0,24,24
40733,16,19,1011,NW,3.58,0,0,27,27
40734,16,18,1011,NW,5.37,0,0,19,19
40735,16,18,1011,NW,8.5,0,0,15,15
40736,17,22,1012,NW,11.63,0,0,16,16
40737,14,24,1012,NE,3.13,0,0,17,17
40738,12,27,1012,NW,3.13,0,0,17,17
40739,11,29,1012,NW,8.05,0,0,10,10
40740,11,30,1012,NE,4.02,0,0,7,7
40741,11,31,1011,NW,4.02,0,0,7,7
40742,9,32,1011,NW,8.04,0,0,9,9
40743,8,32,1010,cv,1.79,0,0,7,7
40744,9,32,1009,SE,1.79,0,0,9,9
40745,8,32,1009,SE,3.58,0,0,6,6
40746,9,31,1009,SE,5.37,0,0,6,6
40747,9,30,1009,SE,7.16,0,0,8,8
40748,9,29,1010,SE,11.18,0,0,11,11
40749,9,28,1011,SE,15.2,0,0,18,18
40750,11,27,1012,SE,19.22,0,0,21,21
40751,11,27,1012,SE,23.24,0,0,30,30
40752,13,22,1012,NE,1.79,0,0,26,26
40753,14,21,1013,cv,0.89,0,0,26,26
40754,15,19,1013,cv,1.34,0,0,41,41
40755,15,19,1012,SE,1.79,0,0,35,35
40756,14,18,1013,NW,1.79,0,0,39,39
40757,13,18,1013,NW,3.58,0,0,40,40
40758,13,16,1013,NW,6.71,0,0,23,23
40759,13,17,1014,NW,9.84,0,0,27,27
40760,14,21,1014,NW,13.86,0,0,15,15
40761,13,25,1014,NW,15.65,0,0,19,19
40762,12,27,1014,NW,18.78,0,0,19,19
40763,10,30,1014,NW,20.57,0,0,17,17
40764,10,32,1014,cv,0.89,0,0,17,17
40765,9,33,1013,cv,1.78,0,0,13,13
40766,7,34,1013,NE,1.79,0,0,10,10
40767,5,35,1012,cv,1.79,0,0,6,6
40768,4,35,1012,cv,4.92,0,0,8,8
40769,4,35,1011,cv,6.71,0,0,10,10
40770,5,34,1011,cv,7.6,0,0,6,6
40771,8,32,1011,SE,1.79,0,0,13,13
40772,7,30,1012,SE,5.81,0,0,19,19
40773,8,29,1012,SE,8.94,0,0,27,27
40774,9,30,1012,SE,12.07,0,0,31,31
40775,9,28,1012,SE,15.2,0,0,29,29
40776,13,22,1013,NE,1.79,0,0,39,39
40777,14,21,1013,SE,1.79,0,0,57,57
40778,15,20,1013,cv,0.45,0,0,71,71
40779,15,19,1013,cv,1.34,0,0,68,68
40780,14,19,1013,cv,1.79,0,0,79,79
40781,14,18,1013,cv,2.68,0,0,89,89
40782,13,17,1013,cv,3.13,0,0,45,45
40783,13,17,1013,NW,1.79,0,0,31,31
40784,15,19,1014,NW,4.92,0,0,21,21
40785,13,25,1014,NW,8.05,0,0,27,27
40786,13,27,1014,NE,1.79,0,0,24,24
40787,13,29,1014,cv,0.89,0,0,30,30
40788,11,32,1014,cv,1.78,0,0,25,25
40789,13,33,1013,SE,1.79,0,0,38,38
40790,13,34,1013,cv,3.13,0,0,43,43
40791,11,34,1012,SE,4.02,0,0,48,48
40792,12,34,1012,SE,8.04,0,0,48,48
40793,14,33,1012,SE,12.96,0,0,47,47
40794,14,33,1012,SE,17.88,0,0,63,63
40795,13,31,1012,SE,21.01,0,0,62,62
40796,14,29,1012,SE,22.8,0,0,67,67
40797,16,25,1013,cv,0.89,0,0,73,73
40798,17,24,1013,SE,1.79,0,0,82,82
40799,16,26,1013,SE,3.58,0,0,94,94
40800,16,26,1013,SE,5.37,0,0,93,93
40801,17,24,1013,SE,6.26,0,0,89,89
40802,17,24,1013,SE,8.05,0,0,90,90
40803,17,23,1013,SE,8.94,0,0,100,100
40804,16,24,1013,cv,0.89,0,0,103,103
40805,18,22,1014,NE,0.89,0,0,108,108
40806,17,22,1014,NE,1.78,0,0,91,91
40807,17,23,1014,cv,0.45,0,0,83,83
40808,18,24,1015,cv,1.34,0,0,69,69
40809,17,24,1015,cv,2.23,0,0,64,64
40810,17,25,1015,NW,1.79,0,0,67,67
40811,17,25,1015,cv,0.89,0,0,62,62
40812,16,25,1015,NW,4.02,0,0,68,68
40813,15,28,1015,NW,7.15,0,0,66,66
40814,16,28,1015,cv,1.79,0,0,60,60
40815,16,28,1014,cv,2.68,0,0,73,73
40816,16,28,1013,cv,3.57,0,1,80,80
40817,18,27,1013,cv,4.46,0,2,80,80
40818,19,27,1013,SE,1.79,0,3,84,84
40819,19,26,1013,SE,3.58,0,4,98,98
40820,21,24,1013,SE,4.47,0,5,99,99
40821,19,20,1013,NW,7.15,0,6,129,129
40822,18,20,1015,SE,4.92,0,0,125,125
40823,18,19,1016,NW,3.13,0,0,74,74
40824,18,19,1016,SE,1.79,0,1,58,58
40825,18,19,1015,NE,1.79,0,0,79,79
40826,18,19,1015,NW,1.79,0,0,77,77
40827,19,20,1016,SE,4.02,0,1,80,80
40828,18,19,1015,cv,0.89,0,2,85,85
40829,18,19,1015,NE,1.79,0,0,74,74
40830,18,19,1015,NW,1.79,0,0,78,78
40831,18,19,1015,NE,1.79,0,0,90,90
40832,18,19,1015,NE,2.68,0,0,89,89
40833,18,21,1016,cv,0.89,0,0,68,68
40834,18,23,1016,cv,1.78,0,0,71,71
40835,19,24,1016,NW,1.79,0,0,66,66
40836,18,26,1016,cv,0.89,0,0,59,59
40837,18,26,1016,cv,2.68,0,0,49,49
40838,18,26,1015,cv,3.57,0,0,62,62
40839,19,26,1015,SE,1.79,0,0,74,74
40840,18,26,1015,cv,0.89,0,0,81,81
40841,18,27,1015,cv,1.78,0,0,85,85
40842,18,26,1014,SE,1.79,0,0,88,88
40843,19,26,1015,SE,2.68,0,0,87,87
40844,20,24,1015,SE,3.57,0,0,95,95
40845,20,23,1015,cv,0.89,0,0,121,121
40846,20,22,1016,cv,1.34,0,0,139,139
40847,21,22,1016,SE,1.79,0,0,132,132
40848,21,22,1016,SE,2.68,0,0,111,111
40849,20,23,1016,SE,3.57,0,0,107,107
40850,20,22,1016,NE,1.79,0,0,102,102
40851,20,22,1016,cv,0.89,0,0,125,125
40852,20,22,1016,cv,1.78,0,0,174,174
40853,20,21,1016,cv,2.67,0,0,151,151
40854,20,21,1016,NE,1.79,0,0,154,154
40855,20,22,1016,NE,3.58,0,0,163,163
40856,20,22,1016,cv,0.89,0,1,148,148
40857,20,22,1016,NW,1.79,0,0,152,152
40858,20,23,1016,cv,0.89,0,0,151,151
40859,20,24,1016,cv,1.78,0,0,160,160
40860,21,24,1015,NE,1.79,0,0,173,173
40861,21,25,1015,NE,3.58,0,0,196,196
40862,21,25,1014,NE,5.37,0,0,181,181
40863,21,25,1013,SE,3.13,0,0,183,183
40864,21,25,1013,cv,0.89,0,1,130,130
40865,22,24,1013,cv,1.78,0,0,158,158
40866,22,24,1013,NE,1.79,0,0,164,164
40867,21,23,1012,SE,1.79,0,0,149,149
40868,21,22,1013,cv,0.89,0,0,141,141
40869,20,22,1013,SE,0.89,0,0,143,143
40870,20,22,1014,SE,2.68,0,0,143,143
40871,21,22,1013,cv,0.89,0,0,138,138
40872,20,22,1014,SE,3.13,0,1,102,102
40873,20,21,1014,NE,1.79,0,2,100,100
40874,20,21,1013,cv,0.89,0,3,107,107
40875,20,21,1013,cv,1.78,0,0,131,131
40876,20,21,1013,NE,0.89,0,0,139,139
40877,20,21,1012,NE,2.68,0,0,121,121
40878,20,21,1013,NW,1.79,0,0,97,97
40879,20,21,1013,NW,3.58,0,0,86,86
40880,20,21,1013,cv,0.89,0,0,85,85
40881,20,21,1013,cv,1.78,0,0,79,79
40882,21,23,1014,SE,1.79,0,0,80,80
40883,21,23,1013,NE,3.13,0,0,105,105
40884,20,24,1013,NE,4.92,0,0,61,61
40885,19,25,1013,cv,0.89,0,0,58,58
40886,20,26,1013,SE,1.79,0,0,55,55
40887,21,27,1012,SE,4.92,0,0,65,65
40888,20,26,1012,SE,9.84,0,0,78,78
40889,20,26,1012,SE,13.86,0,0,79,79
40890,20,22,1012,NE,4.02,0,1,71,71
40891,20,22,1012,SE,1.79,0,2,72,72
40892,21,22,1013,NE,1.79,0,0,75,75
40893,21,22,1013,NW,0.89,0,0,93,93
40894,21,21,1014,NW,2.68,0,0,99,99
40895,20,21,1014,NW,3.57,0,0,104,104
40896,20,21,1014,NE,0.89,0,0,104,104
40897,20,20,1014,NE,1.78,0,0,103,103
40898,20,20,1014,SE,0.89,0,0,96,96
40899,21,21,1014,cv,0.45,0,0,95,95
40900,21,21,1014,SE,0.89,0,0,87,87
40901,21,21,1014,cv,0.89,0,0,96,96
40902,20,21,1013,SE,0.89,0,0,102,102
40903,20,21,1014,NE,0.89,0,0,101,101
40904,20,21,1014,cv,0.89,0,0,106,106
40905,20,22,1014,SE,1.79,0,0,109,109
40906,20,23,1014,SE,3.58,0,0,123,123
40907,20,24,1014,SE,5.37,0,0,132,132
40908,20,25,1014,SE,7.16,0,0,139,139
40909,20,25,1013,SE,8.95,0,0,144,144
40910,20,25,1012,SE,10.74,0,0,153,153
40911,21,26,1011,SE,12.53,0,1,146,146
40912,21,22,1011,cv,4.02,0,3,163,163
40913,20,22,1011,NE,4.02,0,4,95,95
40914,22,23,1011,cv,0.89,0,0,149,149
40915,22,23,1011,NE,0.89,0,0,157,157
40916,22,23,1011,NW,1.79,0,2,163,163
40917,20,21,1011,NE,1.79,0,3,175,175
40918,19,20,1012,NW,8.94,0,5,84,84
40919,19,20,1012,SE,3.13,0,0,25,25
40920,19,20,1011,SE,4.92,0,0,21,21
40921,19,20,1011,cv,0.89,0,0,36,36
40922,19,20,1010,cv,1.78,0,1,50,50
40923,20,20,1011,cv,2.67,0,2,59,59
40924,19,20,1010,NE,0.89,0,3,49,49
40925,19,20,1010,NW,1.79,0,4,30,30
40926,19,20,1009,NE,1.79,0,5,28,28
40927,19,19,1010,NW,1.79,0,6,27,27
40928,19,19,1010,NW,3.58,0,7,21,21
40929,19,20,1010,SE,1.79,0,8,21,21
40930,20,20,1010,NE,1.79,0,9,25,25
40931,20,21,1011,NE,3.58,0,0,34,34
40932,20,21,1010,NE,5.37,0,1,37,37
40933,19,21,1010,cv,0.89,0,0,39,39
40934,19,21,1010,NE,1.79,0,0,36,36
40935,20,24,1010,NE,3.58,0,0,19,19
40936,19,21,1010,SE,1.79,0,0,23,23
40937,19,21,1010,NE,1.79,0,1,24,24
40938,19,20,1011,cv,0.89,0,2,25,25
40939,18,20,1011,NE,3.13,0,3,12,12
40940,18,20,1011,NW,3.13,0,0,9,9
40941,17,21,1012,NE,3.13,0,0,8,8
40942,16,21,1012,NE,4.92,0,0,10,10
40943,17,19,1012,NW,1.79,0,0,6,6
40944,17,19,1012,NW,3.58,0,0,11,11
40945,16,18,1012,cv,0.45,0,0,10,10
40946,16,17,1011,NW,3.13,0,0,9,9
40947,16,17,1011,NW,6.26,0,0,9,9
40948,15,17,1011,NE,0.89,0,0,12,12
40949,15,16,1011,NW,1.79,0,0,9,9
40950,15,16,1011,NW,4.92,0,0,7,7
40951,15,16,1011,NW,8.05,0,0,6,6
40952,15,19,1012,NW,12.07,0,0,14,14
40953,16,21,1012,NW,15.2,0,0,11,11
40954,16,23,1012,NW,18.33,0,0,17,17
40955,15,25,1012,NW,21.46,0,0,16,16
40956,13,27,1011,cv,0.89,0,0,13,13
40957,12,28,1010,cv,2.68,0,0,8,8
40958,12,28,1009,NW,1.79,0,0,12,12
40959,11,29,1008,SE,3.13,0,0,10,10
40960,10,31,1007,cv,0.89,0,0,12,12
40961,11,30,1006,SE,4.92,0,0,11,11
40962,12,30,1006,SE,10.73,0,0,16,16
40963,13,28,1006,SE,14.75,0,0,12,12
40964,13,27,1006,SE,19.67,0,0,11,11
40965,13,26,1006,SE,24.59,0,0,15,15
40966,13,25,1007,SE,26.38,0,0,21,21
40967,15,21,1007,cv,0.89,0,0,19,19
40968,16,19,1006,cv,1.78,0,0,23,23
40969,16,18,1006,NE,1.79,0,0,23,23
40970,16,17,1006,NE,2.68,0,0,51,51
40971,16,17,1006,NE,3.57,0,0,38,38
40972,15,16,1006,cv,0.89,0,0,47,47
40973,15,16,1005,cv,1.78,0,0,50,50
40974,15,15,1005,NW,0.89,0,0,54,54
40975,14,15,1006,NW,2.68,0,0,53,53
40976,17,19,1006,NW,4.47,0,0,56,56
40977,16,22,1006,NW,6.26,0,0,81,81
40978,15,24,1006,cv,0.89,0,0,48,48
40979,15,27,1006,cv,1.78,0,0,44,44
40980,16,29,1005,SE,1.79,0,0,27,27
40981,14,31,1005,cv,1.79,0,0,31,31
40982,14,33,1004,SE,3.13,0,0,45,45
40983,12,34,1003,SE,7.15,0,0,33,33
40984,12,34,1003,SE,12.07,0,0,17,17
40985,14,34,1003,SE,16.99,0,0,15,15
40986,15,33,1003,SE,21.01,0,0,27,27
40987,16,30,1003,SE,25.93,0,0,35,35
40988,17,28,1004,SE,29.06,0,0,31,31
40989,19,23,1004,SE,29.95,0,0,38,38
40990,18,23,1005,cv,0.89,0,0,60,60
40991,17,24,1006,SE,1.79,0,0,49,49
40992,17,22,1006,SE,4.92,0,0,52,52
40993,17,22,1006,SE,8.05,0,0,60,60
40994,16,21,1006,SE,11.18,0,0,61,61
40995,16,20,1006,cv,0.89,0,0,64,64
40996,16,19,1007,NE,0.89,0,0,74,74
40997,16,19,1007,cv,0.89,0,0,80,80
40998,16,18,1008,NE,1.79,0,0,76,76
40999,16,18,1009,NE,3.58,0,0,70,70
41000,17,20,1010,NE,4.47,0,0,73,73
41001,16,21,1011,NE,6.26,0,0,86,86
41002,17,23,1011,cv,0.89,0,0,93,93
41003,18,25,1011,SE,3.13,0,0,96,96
41004,19,26,1011,SE,6.26,0,0,109,109
41005,19,27,1011,SE,9.39,0,0,109,109
41006,20,29,1010,SE,11.18,0,0,114,114
41007,19,29,1009,SE,14.31,0,0,90,90
41008,19,29,1009,SE,17.44,0,0,74,74
41009,19,29,1009,SE,20.57,0,0,75,75
41010,19,28,1009,SE,24.59,0,0,68,68
41011,19,27,1009,SE,27.72,0,0,70,70
41012,20,26,1009,SE,30.85,0,0,88,88
41013,21,25,1010,SE,33.98,0,0,143,143
41014,20,25,1011,SE,37.11,0,0,155,155
41015,20,23,1011,SE,38.9,0,0,147,147
41016,20,23,1011,SE,42.03,0,0,143,143
41017,20,22,1012,NE,0.89,0,0,148,148
41018,20,22,1012,cv,0.89,0,0,157,157
41019,21,22,1011,SE,1.79,0,0,152,152
41020,20,22,1012,SE,3.58,0,0,152,152
41021,20,21,1011,SE,5.37,0,0,147,147
41022,20,21,1012,SE,6.26,0,0,143,143
41023,20,21,1012,SE,8.05,0,0,139,139
41024,20,21,1012,cv,0.89,0,0,142,142
41025,20,22,1013,NE,0.89,0,0,139,139
41026,20,24,1013,cv,0.89,0,0,133,133
41027,20,25,1013,SE,1.79,0,0,137,137
41028,20,27,1012,cv,0.89,0,0,138,138
41029,20,27,1012,SE,1.79,0,0,138,138
41030,20,28,1011,SE,3.58,0,0,132,132
41031,20,28,1010,SE,6.71,0,0,135,135
41032,20,28,1010,SE,9.84,0,0,127,127
41033,20,28,1009,SE,13.86,0,0,109,109
41034,20,28,1009,SE,15.65,0,0,94,94
41035,19,27,1009,SE,17.44,0,0,100,100
41036,18,27,1009,SE,20.57,0,0,110,110
41037,20,25,1009,SE,23.7,0,0,123,123
41038,20,25,1009,SE,27.72,0,0,132,132
41039,19,24,1009,SE,30.85,0,0,138,138
41040,19,24,1009,SE,33.98,0,0,151,151
41041,19,24,1009,SE,35.77,0,0,162,162
41042,19,24,1009,SE,37.56,0,0,155,155
41043,19,24,1009,SE,39.35,0,0,143,143
41044,20,22,1008,SE,40.24,0,0,145,145
41045,20,22,1008,SE,42.03,0,0,147,147
41046,19,22,1008,SE,43.82,0,1,154,154
41047,20,22,1008,cv,0.89,0,2,163,163
41048,21,22,1009,cv,1.78,0,0,170,170
41049,21,23,1009,SE,1.79,0,0,174,174
41050,21,23,1009,cv,0.89,0,0,196,196
41051,21,24,1009,SE,1.79,0,1,207,207
41052,20,26,1008,SE,3.58,0,0,198,198
41053,20,27,1008,SE,5.37,0,0,176,176
41054,20,28,1007,SE,8.5,0,0,111,111
41055,17,29,1006,SE,12.52,0,0,85,85
41056,17,30,1005,SE,16.54,0,0,79,79
41057,18,29,1005,SE,19.67,0,0,100,100
41058,19,29,1005,SE,22.8,0,0,105,105
41059,20,27,1005,SE,25.93,0,0,110,110
41060,19,28,1006,SE,27.72,0,0,123,123
41061,20,25,1007,cv,0.89,0,0,124,124
41062,20,24,1008,NW,1.79,0,0,129,129
41063,20,22,1008,NW,2.68,0,0,140,140
41064,20,23,1009,NW,5.81,0,0,156,156
41065,19,21,1009,NW,8.94,0,0,104,104
41066,16,20,1010,NW,13.86,0,0,2,2
41067,10,19,1010,NW,16.99,0,0,2,2
41068,10,17,1010,NW,20.12,0,0,6,6
41069,7,18,1011,cv,0.89,0,0,5,5
41070,9,18,1011,NW,3.13,0,0,5,5
41071,8,18,1012,NW,6.26,0,0,6,6
41072,8,20,1012,NW,9.39,0,0,3,3
41073,8,23,1012,NW,13.41,0,0,3,3
41074,9,26,1012,NW,17.43,0,0,7,7
41075,8,27,1012,NE,1.79,0,0,7,7
41076,6,28,1011,NW,4.02,0,0,3,3
41077,6,29,1011,NW,7.15,0,0,3,3
41078,6,29,1010,cv,1.79,0,0,4,4
41079,5,29,1009,NW,1.79,0,0,6,6
41080,6,29,1008,cv,1.79,0,0,6,6
41081,7,29,1008,SE,1.79,0,0,4,4
41082,8,27,1008,SE,3.58,0,0,10,10
41083,9,25,1008,SE,6.71,0,0,15,15
41084,8,24,1008,SE,10.73,0,0,12,12
41085,8,24,1009,SE,13.86,0,0,14,14
41086,13,19,1009,cv,0.89,0,0,20,20
41087,12,18,1009,cv,1.78,0,0,19,19
41088,13,17,1009,cv,2.67,0,0,22,22
41089,13,17,1009,cv,3.56,0,0,30,30
41090,12,15,1009,NE,1.79,0,0,37,37
41091,13,15,1009,NE,2.68,0,0,39,39
41092,13,15,1009,NW,0.89,0,0,45,45
41093,12,14,1009,NW,1.78,0,0,42,42
41094,12,14,1010,cv,0.89,0,0,39,39
41095,12,14,1010,NW,1.79,0,0,25,25
41096,13,17,1010,NW,3.58,0,0,23,23
41097,12,21,1011,NW,5.37,0,0,17,17
41098,13,23,1011,NW,7.16,0,0,27,27
41099,11,24,1011,SE,1.79,0,0,19,19
41100,12,26,1011,cv,0.89,0,0,22,22
41101,13,27,1010,SE,1.79,0,0,31,31
41102,13,28,1010,SE,3.58,0,0,43,43
41103,14,28,1009,cv,1.79,0,0,54,54
41104,13,29,1009,SE,3.13,0,0,45,45
41105,13,29,1009,SE,6.26,0,0,44,44
41106,13,28,1009,SE,9.39,0,0,35,35
41107,14,27,1009,SE,11.18,0,0,41,41
41108,14,25,1009,SE,14.31,0,0,46,46
41109,17,21,1010,SE,15.2,0,0,47,47
41110,15,24,1011,SE,18.33,0,0,61,61
41111,15,22,1011,SE,21.46,0,0,80,80
41112,13,23,1012,SE,24.59,0,0,52,52
41113,15,20,1012,SE,26.38,0,0,41,41
41114,15,19,1012,NE,1.79,0,0,46,46
41115,16,18,1012,NE,3.58,0,0,44,44
41116,15,18,1013,cv,0.89,0,0,54,54
41117,16,18,1013,SE,1.79,0,0,59,59
41118,15,18,1013,SE,3.58,0,0,79,79
41119,15,17,1014,NE,0.89,0,0,115,115
41120,16,19,1014,cv,0.89,0,0,96,96
41121,15,21,1015,cv,1.78,0,0,108,108
41122,16,23,1015,cv,2.67,0,0,112,112
41123,16,24,1015,cv,3.56,0,0,118,118
41124,16,26,1015,SE,1.79,0,0,92,92
41125,16,27,1014,SE,3.58,0,0,74,74
41126,14,28,1014,SE,6.71,0,0,50,50
41127,13,28,1014,SE,10.73,0,0,36,36
41128,13,28,1013,SE,14.75,0,0,30,30
41129,14,28,1013,SE,18.77,0,0,38,38
41130,14,28,1013,SE,21.9,0,0,36,36
41131,14,26,1013,SE,25.03,0,0,43,43
41132,16,25,1013,SE,26.82,0,0,48,48
41133,16,23,1013,SE,28.61,0,0,57,57
41134,15,23,1014,SE,30.4,0,0,65,65
41135,15,22,1014,cv,0.89,0,0,83,83
41136,16,21,1015,SE,1.79,0,0,95,95
41137,15,21,1014,SE,3.58,0,0,82,82
41138,15,20,1014,SE,5.37,0,0,61,61
41139,15,19,1015,cv,0.89,0,0,73,73
41140,15,19,1015,cv,1.78,0,0,77,77
41141,15,19,1014,cv,2.67,0,0,86,86
41142,15,19,1014,cv,3.56,0,0,81,81
41143,15,19,1015,cv,4.01,0,0,81,81
41144,16,20,1015,cv,4.9,0,0,89,89
41145,15,21,1015,cv,5.79,0,0,91,91
41146,15,22,1015,SE,1.79,0,0,94,94
41147,17,23,1015,SE,3.58,0,0,108,108
